"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.009015057E2,-3.463763893E-1,-5.672507286E-1,1.223269463E0
1.009065231E2,-2.658959329E-1,-7.034692764E-1,6.871843338E-1
1.009115406E2,-2.491557300E-1,-8.249177933E-1,1.231575012E-1
1.009165580E2,-2.481821030E-1,-9.355607033E-1,-3.976340294E-1
1.009215755E2,-2.722564340E-1,-1.015415668E0,-8.950128555E-1
1.009265929E2,-3.115496635E-1,-1.111489773E0,-1.350528240E0
1.009316104E2,-3.465586603E-1,-1.218303204E0,-1.750417709E0
1.009366278E2,-3.769204915E-1,-1.320785999E0,-2.114450932E0
1.009416453E2,-4.309757650E-1,-1.408841133E0,-2.433554173E0
1.009466627E2,-4.460690022E-1,-1.496600151E0,-2.645835876E0
1.009516802E2,-4.794426858E-1,-1.574130058E0,-2.813906670E0
1.009566976E2,-4.687189162E-1,-1.631935596E0,-2.909111023E0
1.009617151E2,-4.520217776E-1,-1.684437275E0,-2.941075802E0
1.009667325E2,-4.054042697E-1,-1.727158070E0,-2.890520096E0
1.009717500E2,-3.576631248E-1,-1.746185780E0,-2.766778946E0
1.009767674E2,-2.755254805E-1,-1.766096592E0,-2.598144531E0
1.009817849E2,-1.400003582E-1,-1.758913994E0,-2.403241634E0
1.009868023E2,1.999587938E-2,-1.787519932E0,-2.172017574E0
1.009918198E2,1.756238043E-1,-1.790594101E0,-1.966015816E0
1.009968372E2,2.837293744E-1,-1.768980980E0,-1.794170380E0
1.010018547E2,3.586410284E-1,-1.709141254E0,-1.679795265E0
1.010068721E2,3.715631366E-1,-1.654684544E0,-1.608105659E0
1.010118896E2,3.655133545E-1,-1.601302624E0,-1.588285446E0
1.010169071E2,3.163827658E-1,-1.530261993E0,-1.629574776E0
1.010219246E2,2.336081564E-1,-1.470593929E0,-1.722136497E0
1.010269421E2,1.311765909E-1,-1.388862133E0,-1.827633858E0
1.010319596E2,4.177525640E-3,-1.294756413E0,-1.979483604E0
1.010369771E2,-1.235837042E-1,-1.197782040E0,-2.134660244E0
1.010419946E2,-2.476347834E-1,-1.102648735E0,-2.245408535E0
1.010470121E2,-3.828139901E-1,-9.758901596E-1,-2.364407063E0
1.010520296E2,-5.006642342E-1,-8.271203041E-1,-2.491657734E0
1.010570471E2,-6.014875770E-1,-6.994190216E-1,-2.555426121E0
1.010620646E2,-6.665133834E-1,-5.785055161E-1,-2.594005108E0
1.010670821E2,-6.479784846E-1,-4.789333344E-1,-2.612071037E0
1.010720996E2,-5.891792774E-1,-4.009351730E-1,-2.576000690E0
1.010771171E2,-5.044886470E-1,-3.302564621E-1,-2.595776081E0
1.010821346E2,-3.461056650E-1,-2.383069992E-1,-2.580374241E0
1.010871521E2,-2.097761035E-1,-1.682209969E-1,-2.563256741E0
1.010921696E2,-3.330506384E-2,-1.151628494E-1,-2.606590271E0
1.010971871E2,2.218513489E-1,-8.364820480E-2,-2.705650330E0
1.011022046E2,4.700560868E-1,-5.397081375E-2,-2.855920792E0
1.011072221E2,6.834034324E-1,-2.085113525E-2,-3.043296337E0
1.011122396E2,8.578511477E-1,2.106189728E-2,-3.215493679E0
1.011172571E2,1.013204932E0,5.801677704E-2,-3.382503986E0
1.011222746E2,1.121311188E0,8.105182648E-2,-3.473009586E0
1.011272921E2,1.177833796E0,1.097707748E-1,-3.549608231E0
1.011323096E2,1.130292892E0,1.445770264E-1,-3.588706017E0
1.011373271E2,1.046074748E0,2.096109390E-1,-3.595320702E0
1.011423446E2,9.396874309E-1,2.762041092E-1,-3.469127655E0
1.011473621E2,8.106598854E-1,3.347716331E-1,-3.286813259E0
1.011523796E2,6.489381194E-1,3.518767357E-1,-3.110648632E0
1.011573971E2,4.878095984E-1,3.514771461E-1,-2.897585869E0
1.011624146E2,3.267898262E-1,3.286399841E-1,-2.661898613E0
1.011674321E2,1.896100491E-1,3.309206963E-1,-2.441661835E0
1.011724496E2,7.613141835E-2,3.293414116E-1,-2.155375004E0
1.011774671E2,-3.301987052E-2,3.524765968E-1,-1.817375183E0
1.011824846E2,-8.085232973E-2,3.858203888E-1,-1.499361992E0
1.011875021E2,-6.780399382E-2,3.909316063E-1,-1.143785000E0
1.011925196E2,-1.337540150E-2,4.108824730E-1,-7.650203705E-1
1.011975371E2,4.865816236E-2,4.408202171E-1,-4.108653069E-1
1.012025546E2,1.038761437E-1,4.472460747E-1,-2.387857437E-2
1.012075721E2,2.002725303E-1,4.635281563E-1,3.003625870E-1
1.012125896E2,3.142403364E-1,4.706444740E-1,6.192407608E-1
1.012176071E2,3.935190439E-1,4.592046738E-1,9.374284744E-1
1.012226246E2,4.384705722E-1,4.963541031E-1,1.240456581E0
1.012276421E2,4.638775587E-1,5.728211403E-1,1.480260849E0
1.012326596E2,4.512765408E-1,6.553435326E-1,1.718876839E0
1.012376771E2,4.447120428E-1,7.247548103E-1,1.989753723E0
1.012426946E2,4.595685005E-1,8.047442436E-1,2.283389091E0
1.012477121E2,4.493550360E-1,8.854393959E-1,2.552040100E0
1.012527296E2,4.058704078E-1,1.004599571E0,2.786418915E0
1.012577471E2,3.204329610E-1,1.137718201E0,3.072956085E0
1.012627646E2,1.695644855E-1,1.308166027E0,3.383214951E0
1.012677821E2,-4.212519526E-2,1.524904728E0,3.707992554E0
1.012727996E2,-2.962162495E-1,1.739401817E0,4.004732132E0
1.012778171E2,-5.650371909E-1,1.903480053E0,4.163797379E0
1.012828346E2,-7.973836660E-1,2.017210007E0,4.223707199E0
1.012878521E2,-9.424539208E-1,2.004447460E0,4.184483528E0
1.012928696E2,-1.030622602E0,1.937774181E0,4.041082382E0
1.012978871E2,-1.130249619E0,1.971168041E0,3.793094635E0
1.013029046E2,-1.218398333E0,1.976468086E0,3.487759590E0
1.013079221E2,-1.224005461E0,1.902276039E0,3.210436821E0
1.013129396E2,-1.176035523E0,1.744950771E0,2.926890373E0
1.013179571E2,-1.093229532E0,1.548418045E0,2.660479546E0
1.013229746E2,-9.750218391E-1,1.337218761E0,2.458587646E0
1.013279921E2,-8.113445044E-1,1.102361202E0,2.325538635E0
1.013330096E2,-6.111332178E-1,8.297348022E-1,2.371108055E0
1.013380271E2,-3.452060223E-1,5.093860626E-1,2.657573700E0
1.013430446E2,-1.188692153E-1,2.794070244E-1,3.012976646E0
1.013480621E2,1.445298791E-1,6.723690033E-2,3.519063950E0
1.013530796E2,3.878654242E-1,-1.240625381E-1,4.162466049E0
1.013580971E2,5.972151756E-1,-2.870717049E-1,4.767454147E0
1.013631146E2,7.542473078E-1,-4.049282074E-1,5.273304939E0
1.013681321E2,8.262814879E-1,-4.751114845E-1,5.609733582E0
1.013731496E2,8.760423064E-1,-5.188145638E-1,5.816396713E0
1.013781671E2,8.556536436E-1,-5.519781113E-1,5.851336479E0
1.013831846E2,7.933999896E-1,-5.849828720E-1,5.676993370E0
1.013882021E2,6.643866897E-1,-6.562047005E-1,5.269842148E0
1.013932196E2,5.486477613E-1,-7.265253067E-1,4.682374954E0
1.013982371E2,4.208194613E-1,-7.900128365E-1,3.942931175E0
1.014032546E2,3.181484342E-1,-8.449378014E-1,3.050738335E0
1.014082721E2,3.263425231E-1,-9.085135460E-1,2.100503922E0
1.014132896E2,3.880109191E-1,-1.002690792E0,1.210661888E0
1.014183071E2,4.510233998E-1,-1.068164349E0,3.177471161E-1
1.014233246E2,5.595709682E-1,-1.112994671E0,-5.314965248E-1
1.014283421E2,6.863024235E-1,-1.126183987E0,-1.266489506E0
1.014333596E2,8.709248900E-1,-1.207212448E0,-1.849947929E0
1.014383771E2,1.057489395E0,-1.340818882E0,-2.301954746E0
1.014433946E2,1.247485161E0,-1.440599918E0,-2.642191887E0
1.014484121E2,1.346333265E0,-1.492110729E0,-2.918897629E0
1.014534296E2,1.417193294E0,-1.509638786E0,-3.108473301E0
1.014584471E2,1.479545355E0,-1.588903427E0,-3.172828197E0
1.014634646E2,1.533372879E0,-1.673030376E0,-3.097379208E0
1.014684821E2,1.544744968E0,-1.729190350E0,-2.929622650E0
1.014734996E2,1.517555714E0,-1.753323555E0,-2.721697807E0
1.014785171E2,1.474467158E0,-1.765343189E0,-2.511249065E0
1.014835346E2,1.380874157E0,-1.742071629E0,-2.316784382E0
1.014885521E2,1.278752565E0,-1.712859631E0,-2.180782795E0
1.014935696E2,1.167143106E0,-1.649598598E0,-2.102682590E0
1.014985871E2,1.069273114E0,-1.566995621E0,-2.106047153E0
1.015036046E2,9.992445111E-1,-1.484582424E0,-2.133113384E0
1.015086221E2,9.282750487E-1,-1.388130665E0,-2.222032070E0
1.015136396E2,8.754615784E-1,-1.287402630E0,-2.363045216E0
1.015186571E2,8.169084787E-1,-1.206062794E0,-2.503663540E0
1.015236746E2,7.428619266E-1,-1.119956970E0,-2.610551834E0
1.015286921E2,6.149585247E-1,-1.004965305E0,-2.726934433E0
1.015337096E2,5.194292665E-1,-8.752589226E-1,-2.829038620E0
1.015387271E2,3.846928477E-1,-7.642364502E-1,-2.926526070E0
1.015437446E2,2.635570168E-1,-6.813368797E-1,-2.995569229E0
1.015487621E2,1.611160636E-1,-6.360802650E-1,-3.026659966E0
1.015537796E2,6.822955608E-2,-5.710616112E-1,-3.048545837E0
1.015587971E2,-1.953467727E-2,-5.102915764E-1,-3.032511711E0
1.015638146E2,-9.703454375E-2,-4.394812584E-1,-2.988142014E0
1.015688321E2,-1.498894989E-1,-3.588900566E-1,-2.886615753E0
1.015738496E2,-1.972261667E-1,-3.118209839E-1,-2.732620239E0
1.015788671E2,-2.151051313E-1,-2.269301414E-1,-2.573763371E0
1.015838846E2,-2.180639356E-1,-1.572170258E-1,-2.405040264E0
1.015889021E2,-2.398100048E-1,-9.362506866E-2,-2.216553211E0
1.015939196E2,-2.472591847E-1,-1.262998581E-2,-2.022408485E0
1.015989371E2,-2.357680649E-1,7.582616806E-2,-1.875000000E0
1.016039546E2,-1.815405637E-1,1.330718994E-1,-1.740543365E0
1.016089721E2,-8.492833376E-2,1.634821892E-1,-1.609173298E0
1.016139895E2,1.073914766E-2,1.908535957E-1,-1.499923229E0
1.016190069E2,8.637157083E-2,2.294249535E-1,-1.479656696E0
1.016240244E2,1.369870007E-1,2.649984360E-1,-1.548358440E0
1.016290418E2,1.864215136E-1,2.692694664E-1,-1.667897701E0
1.016340593E2,2.057298422E-1,2.668910027E-1,-1.852990150E0
1.016390767E2,2.044725716E-1,2.825784683E-1,-2.041880608E0
1.016440942E2,1.732932925E-1,2.884111404E-1,-2.263776302E0
1.016491116E2,1.123250723E-1,3.138084412E-1,-2.423446178E0
1.016541291E2,5.042111874E-2,3.401913643E-1,-2.483084202E0
1.016591465E2,2.587559819E-2,3.487434387E-1,-2.471719265E0
1.016641640E2,-8.989840746E-3,3.492751122E-1,-2.403942585E0
1.016691814E2,-5.413225293E-2,3.322811127E-1,-2.251168728E0
1.016741989E2,-9.539833665E-2,3.121352196E-1,-2.013499260E0
1.016792163E2,-1.518491954E-1,3.077573776E-1,-1.762642860E0
1.016842338E2,-1.993629336E-1,3.045229912E-1,-1.484106541E0
1.016892512E2,-2.520051599E-1,3.020811081E-1,-1.144236565E0
1.016942687E2,-3.382864892E-1,3.288254738E-1,-7.811813354E-1
1.016992861E2,-4.531596899E-1,4.128923416E-1,-3.994240761E-1
1.017043036E2,-5.198713541E-1,5.154809952E-1,-8.260726929E-3
1.017093210E2,-5.716195703E-1,6.454725266E-1,3.640136719E-1
1.017143385E2,-6.127620935E-1,7.686524391E-1,6.987237930E-1
1.017193559E2,-6.144269109E-1,8.797149658E-1,9.866847992E-1
1.017243734E2,-6.101872325E-1,9.879713058E-1,1.237699509E0
1.017293908E2,-5.668426752E-1,1.074072361E0,1.413718224E0
1.017344083E2,-5.040341616E-1,1.161996841E0,1.538754463E0
1.017394257E2,-4.080639184E-1,1.213697433E0,1.569736481E0
1.017444431E2,-2.889128625E-1,1.229609013E0,1.530476570E0
1.017494606E2,-1.423017234E-1,1.215294838E0,1.449314117E0
1.017544780E2,7.602125406E-3,1.176396370E0,1.287525177E0
1.017594955E2,1.512335241E-1,1.132853508E0,1.106872559E0
1.017645129E2,2.651610076E-1,1.109180927E0,1.007391930E0
1.017695304E2,3.496329486E-1,1.091737270E0,8.832645416E-1
1.017745479E2,3.956089020E-1,1.109887123E0,7.435941696E-1
1.017795654E2,3.944934905E-1,1.121096134E0,5.879650116E-1
1.017845829E2,3.375512958E-1,1.169021130E0,4.494056702E-1
1.017896004E2,1.971139908E-1,1.258870125E0,3.705501556E-1
1.017946179E2,-2.593523264E-2,1.391075134E0,3.270311356E-1
1.017996354E2,-2.834295034E-1,1.541954517E0,3.951187134E-1
1.018046529E2,-5.705629587E-1,1.654168129E0,6.129035950E-1
1.018096704E2,-8.591569066E-1,1.761097431E0,9.229660034E-1
1.018146879E2,-1.145108461E0,1.867179394E0,1.335068703E0
1.018197054E2,-1.352740049E0,1.909454823E0,1.792307854E0
1.018247229E2,-1.459278107E0,1.901677608E0,2.261688232E0
1.018297404E2,-1.475734472E0,1.819403172E0,2.705411911E0
1.018347579E2,-1.355977297E0,1.614554882E0,3.128601074E0
1.018397754E2,-1.130319357E0,1.320674896E0,3.464447975E0
1.018447929E2,-8.338465095E-1,9.621443748E-1,3.779849052E0
1.018498104E2,-5.198519230E-1,5.918688774E-1,4.036476135E0
1.018548279E2,-2.172185779E-1,2.243609428E-1,4.296522141E0
1.018598454E2,7.637888193E-3,-3.529024124E-2,4.617489815E0
1.018648629E2,1.032327712E-1,-1.737537384E-1,4.937705040E0
1.018698804E2,8.105540276E-2,-2.114210129E-1,5.224349022E0
1.018748979E2,6.023526192E-3,-2.218704224E-1,5.497534752E0
1.018799154E2,-1.093487442E-1,-1.402711868E-1,5.720106125E0
1.018849329E2,-2.816625834E-1,-1.867294312E-3,5.821168900E0
1.018899504E2,-4.898312092E-1,1.628627777E-1,5.796905518E0
1.018949679E2,-6.556749344E-1,2.284140587E-1,5.514054298E0
1.018999854E2,-6.696678996E-1,1.798887253E-1,5.489804268E0
1.019050029E2,-6.864601970E-1,1.275229454E-1,5.097345352E0
1.019100204E2,-7.510876656E-1,7.192850113E-2,4.619079590E0
1.019150379E2,-8.280823231E-1,1.879835129E-2,4.136071205E0
1.019200554E2,-8.578277826E-1,-2.139806747E-2,3.533184052E0
1.019250729E2,-8.901427388E-1,-4.724550247E-2,2.843326569E0
1.019300904E2,-8.688578606E-1,-1.050629616E-1,2.132732391E0
1.019351079E2,-8.331921697E-1,-2.028079033E-1,1.453142166E0
1.019401254E2,-7.976756096E-1,-3.245725632E-1,7.653474808E-1
1.019451429E2,-7.666740417E-1,-4.355301857E-1,8.287143707E-2
1.019501604E2,-7.583838701E-1,-5.726962090E-1,-5.233922005E-1
1.019551779E2,-7.286188602E-1,-7.159733772E-1,-1.058980942E0
1.019601954E2,-6.950243711E-1,-8.645629883E-1,-1.534142017E0
1.019652129E2,-6.180636883E-1,-1.008460999E0,-1.911062241E0
1.019702304E2,-5.680658817E-1,-1.147465229E0,-2.190093040E0
1.019752479E2,-5.056152344E-1,-1.276682854E0,-2.357165813E0
1.019802654E2,-4.492884278E-1,-1.420045853E0,-2.417243481E0
1.019852829E2,-4.084794521E-1,-1.525339127E0,-2.389341831E0
1.019903004E2,-3.594647348E-1,-1.616927385E0,-2.311558247E0
1.019953179E2,-3.458722532E-1,-1.709573507E0,-2.202794075E0
1.020003354E2,-3.110628724E-1,-1.765675545E0,-2.081747055E0
1.020053529E2,-2.655746639E-1,-1.828939915E0,-1.938419342E0
1.020103704E2,-1.913283169E-1,-1.875930786E0,-1.849002838E0
1.020153879E2,-1.226071417E-1,-1.926330566E0,-1.793933392E0
1.020204054E2,-9.812220931E-2,-1.937670708E0,-1.782351971E0
1.020254229E2,-1.276471168E-1,-1.924928904E0,-1.775573254E0
1.020304404E2,-1.873434484E-1,-1.883798122E0,-1.787662983E0
1.020354579E2,-3.013607264E-1,-1.800370693E0,-1.837479115E0
1.020404754E2,-4.122298956E-1,-1.713317871E0,-1.948675156E0
1.020454929E2,-5.151312947E-1,-1.618087769E0,-2.073221207E0
1.020505104E2,-6.434881091E-1,-1.538786650E0,-2.201437950E0
1.020555279E2,-7.638567090E-1,-1.427481890E0,-2.319038391E0
1.020605454E2,-9.100180268E-1,-1.313039303E0,-2.406828403E0
1.020655629E2,-1.048680305E0,-1.152464390E0,-2.498300076E0
1.020705804E2,-1.165716648E0,-1.008025646E0,-2.521690845E0
1.020755979E2,-1.232706308E0,-8.893489838E-1,-2.529637814E0
1.020806154E2,-1.254821420E0,-7.677884102E-1,-2.536451817E0
1.020856329E2,-1.213071465E0,-6.578612328E-1,-2.537238598E0
1.020906504E2,-1.102665782E0,-5.835423470E-1,-2.541512966E0
1.020956679E2,-9.236645699E-1,-5.256857872E-1,-2.568360806E0
1.021006854E2,-7.094392776E-1,-4.841690063E-1,-2.584319592E0
1.021057029E2,-4.739530683E-1,-4.443926811E-1,-2.623005390E0
1.021107204E2,-2.263112962E-1,-4.349131584E-1,-2.694022655E0
1.021157379E2,-1.852278411E-2,-4.027333260E-1,-2.787980080E0
1.021207554E2,1.883713305E-1,-3.761391640E-1,-2.919467926E0
1.021257729E2,3.806608915E-1,-3.594803810E-1,-3.031329155E0
1.021307904E2,5.541033745E-1,-3.570222855E-1,-3.090447426E0
1.021358079E2,7.379291654E-1,-3.635988235E-1,-3.188014030E0
1.021408254E2,8.896862268E-1,-3.643593788E-1,-3.266946316E0
1.021458429E2,9.718221426E-1,-3.399090767E-1,-3.332275867E0
1.021508604E2,9.945369363E-1,-3.377881050E-1,-3.365146160E0
1.021558779E2,9.152390957E-1,-2.812538147E-1,-3.351425648E0
1.021608954E2,7.772971392E-1,-1.749486923E-1,-3.315256596E0
1.021659129E2,5.808237195E-1,-9.540700912E-2,-3.208897114E0
1.021709304E2,3.687376380E-1,-3.310489655E-2,-2.998913765E0
1.021759479E2,1.117727458E-1,4.512977600E-2,-2.699549675E0
1.021809654E2,-1.573745012E-1,1.484861374E-1,-2.344117641E0
1.021859829E2,-4.059781730E-1,2.620015144E-1,-1.932268143E0
1.021910004E2,-6.205069423E-1,3.802199364E-1,-1.511423588E0
1.021960179E2,-7.824773788E-1,5.168094635E-1,-1.081128120E0
1.022010354E2,-8.878238201E-1,6.040639877E-1,-6.552386284E-1
1.022060529E2,-9.323326349E-1,6.702609062E-1,-2.764544487E-1
1.022110704E2,-9.259701967E-1,7.198104858E-1,6.034278870E-2
1.022160879E2,-8.405798674E-1,7.622075081E-1,3.218202591E-1
1.022211054E2,-6.812272072E-1,7.737150192E-1,5.079870224E-1
1.022261229E2,-4.719548225E-1,7.354488373E-1,6.427354813E-1
1.022311404E2,-2.127415836E-1,6.765508652E-1,7.163305283E-1
1.022361579E2,5.843526125E-2,5.881156921E-1,8.097372055E-1
1.022411754E2,3.176749349E-1,5.233755112E-1,9.512596130E-1
1.022461929E2,4.980390668E-1,5.067110062E-1,1.064008713E0
1.022512104E2,6.525612473E-1,4.764070511E-1,1.190714836E0
1.022562279E2,7.676768303E-1,4.660277367E-1,1.364745140E0
1.022612454E2,8.583577871E-1,4.855089188E-1,1.542696953E0
1.022662629E2,9.251342416E-1,5.062980652E-1,1.781793594E0
1.022712804E2,9.449269772E-1,5.330519676E-1,2.000662804E0
1.022762979E2,9.240051508E-1,5.700659752E-1,2.218638420E0
1.022813154E2,8.446884155E-1,6.312556267E-1,2.388026237E0
1.022863329E2,7.130119801E-1,7.206525803E-1,2.561839104E0
1.022913504E2,4.866549373E-1,8.570384979E-1,2.663678169E0
1.022963678E2,2.330960631E-1,1.068654060E0,2.751236916E0
1.023013853E2,-1.004298329E-1,1.364448071E0,2.772296906E0
1.023064027E2,-4.669667482E-1,1.681828499E0,2.746388435E0
1.023114202E2,-7.866684198E-1,1.987389565E0,2.644977570E0
1.023164376E2,-1.027962923E0,2.205190182E0,2.353191376E0
1.023214551E2,-1.206777215E0,2.307648182E0,2.018991470E0
1.023264725E2,-1.195815921E0,2.348631382E0,1.761384964E0
1.023314900E2,-1.159554720E0,2.300818443E0,1.512559891E0
1.023365074E2,-1.113853693E0,2.361700058E0,1.271710396E0
1.023415249E2,-9.976532459E-1,2.345896244E0,1.042802811E0
1.023465423E2,-8.022438884E-1,2.211871147E0,8.679552078E-1
1.023515598E2,-5.612065792E-1,1.994358540E0,7.415790558E-1
1.023565772E2,-2.835627198E-1,1.699009895E0,6.918067932E-1
1.023615947E2,2.711534500E-2,1.331069469E0,7.756853104E-1
1.023666121E2,3.582618833E-1,9.478216171E-1,1.103163719E0
1.023716296E2,7.069144249E-1,5.724902153E-1,1.712660789E0
1.023766470E2,9.306045771E-1,3.183937073E-1,2.513980865E0
1.023816644E2,1.116286635E0,1.073393822E-1,3.287947655E0
1.023866819E2,1.288854361E0,-1.440200806E-1,4.136307716E0
1.023916993E2,1.363055229E0,-3.853201866E-1,5.017324448E0
1.023967168E2,1.387171388E0,-5.854287148E-1,5.903650284E0
1.024017342E2,1.389575958E0,-7.418279648E-1,6.700937271E0
1.024067517E2,1.336399555E0,-8.709020615E-1,7.314762115E0
1.024117691E2,1.279739857E0,-9.697947502E-1,7.736832619E0
1.024167866E2,1.228846312E0,-1.059135914E0,7.882050514E0
1.024218040E2,1.159457803E0,-1.135225296E0,7.746520996E0
1.024268215E2,1.076157689E0,-1.193819284E0,7.330838203E0
1.024318389E2,1.021911621E0,-1.277881384E0,6.692668915E0
1.024368564E2,9.869593382E-1,-1.372188807E0,5.855755806E0
1.024418738E2,9.611337185E-1,-1.456318855E0,4.862790108E0
1.024468913E2,9.963918924E-1,-1.528347015E0,3.770399094E0
1.024519087E2,1.053938270E0,-1.552753448E0,2.663736343E0
1.024569262E2,1.157601476E0,-1.556344271E0,1.594359398E0
1.024619437E2,1.274150968E0,-1.561436415E0,5.756130219E-1
1.024669612E2,1.390028358E0,-1.581127405E0,-3.455791473E-1
1.024719787E2,1.477173090E0,-1.566488504E0,-1.165315628E0
1.024769962E2,1.517332196E0,-1.511604548E0,-1.918086052E0
1.024820137E2,1.516076565E0,-1.420422554E0,-2.595136166E0
1.024870312E2,1.488531232E0,-1.325883865E0,-3.177987099E0
1.024920487E2,1.488287449E0,-1.270651340E0,-3.681585312E0
1.024970662E2,1.496933699E0,-1.273434162E0,-4.096911430E0
1.025020837E2,1.457581639E0,-1.319645405E0,-4.438701153E0
1.025071012E2,1.404191732E0,-1.356475830E0,-4.702500343E0
1.025121187E2,1.480165243E0,-1.383947372E0,-4.821483612E0
1.025171362E2,1.502882242E0,-1.392413616E0,-4.853203773E0
1.025221537E2,1.199464798E0,-1.425127983E0,-4.912380219E0
1.025271712E2,8.205788136E-1,-1.520541668E0,-4.956023216E0
1.025321887E2,9.535787106E-1,-1.544693470E0,-4.759180069E0
1.025372062E2,1.002565980E0,-1.430939198E0,-4.469882965E0
1.025422237E2,9.609854221E-1,-1.251922607E0,-4.087442875E0
1.025472412E2,8.706233501E-1,-1.070831776E0,-3.768954277E0
1.025522587E2,8.168629408E-1,-9.889063835E-1,-3.532813549E0
1.025572762E2,7.471323013E-1,-9.970736504E-1,-3.392870426E0
1.025622937E2,4.806133509E-1,-1.076560497E0,-3.305776119E0
1.025673112E2,3.722431660E-1,-1.160563469E0,-3.175760746E0
1.025723287E2,3.164700270E-1,-1.153532982E0,-2.998008728E0
1.025773462E2,1.552131176E-1,-1.070167542E0,-2.834570885E0
1.025823637E2,-5.887484550E-2,-9.395070076E-1,-2.742648125E0
1.025873812E2,-1.771286726E-1,-8.910126686E-1,-2.678976059E0
1.025923987E2,-1.946285963E-1,-9.152436256E-1,-2.586018085E0
1.025974162E2,-1.829811335E-1,-9.308457375E-1,-2.549906254E0
1.026024337E2,-1.610102057E-1,-9.091024399E-1,-2.527589321E0
1.026074512E2,-1.237807274E-1,-8.596334457E-1,-2.528625965E0
1.026124687E2,-4.268854856E-2,-7.871809006E-1,-2.533896923E0
1.026174862E2,6.793725491E-2,-7.491846085E-1,-2.495562077E0
1.026225037E2,1.934710741E-1,-7.072858810E-1,-2.432814121E0
1.026275212E2,3.192189336E-1,-6.806383133E-1,-2.412591457E0
1.026325387E2,4.354075193E-1,-6.548833847E-1,-2.434816837E0
1.026375562E2,4.798852801E-1,-6.012573242E-1,-2.489918232E0
1.026425737E2,5.098647475E-1,-5.578746796E-1,-2.539687634E0
1.026475912E2,5.155211091E-1,-5.053620338E-1,-2.598604679E0
1.026526087E2,5.015378594E-1,-4.387159348E-1,-2.628539562E0
1.026576262E2,4.677054882E-1,-3.434214592E-1,-2.672675610E0
1.026626437E2,3.806204796E-1,-2.289814949E-1,-2.716719627E0
1.026676612E2,2.786007524E-1,-1.096625328E-1,-2.755957603E0
1.026726787E2,1.759842634E-1,5.009651184E-3,-2.780864716E0
1.026776962E2,7.745349407E-2,1.105270386E-1,-2.767714500E0
1.026827137E2,-2.215254307E-2,2.452673912E-1,-2.702253819E0
1.026877312E2,-1.279319823E-1,3.852915764E-1,-2.613236904E0
1.026927487E2,-2.210411429E-1,5.018954277E-1,-2.486333370E0
1.026977662E2,-2.874485254E-1,6.188068390E-1,-2.326231480E0
1.027027837E2,-3.226652741E-1,7.406768799E-1,-2.118536949E0
1.027078012E2,-3.222243786E-1,8.624467850E-1,-1.872700691E0
1.027128187E2,-3.152243495E-1,9.408149719E-1,-1.579033375E0
1.027178362E2,-2.633402348E-1,1.013686180E0,-1.285174847E0
1.027228537E2,-1.665434837E-1,1.066307545E0,-9.908809662E-1
1.027278712E2,-4.865038395E-2,1.093565941E0,-7.246365547E-1
1.027328887E2,8.126032352E-2,1.143038273E0,-4.958271980E-1
1.027379062E2,1.854710579E-1,1.200072289E0,-3.090457916E-1
1.027429237E2,2.645154893E-1,1.298042774E0,-1.546421051E-1
1.027479412E2,3.187587559E-1,1.432152748E0,-6.608867645E-2
1.027529587E2,4.015382528E-1,1.530742168E0,-8.167457581E-2
1.027579762E2,5.329138041E-1,1.565369606E0,-1.010208130E-1
1.027629937E2,6.560397148E-1,1.598665714E0,-1.004791260E-1
1.027680112E2,7.423975468E-1,1.611886978E0,-6.597709656E-2
1.027730287E2,8.156801462E-1,1.643829823E0,1.170349121E-2
1.027780462E2,8.610001802E-1,1.704547882E0,1.513462067E-1
1.027830637E2,8.921014071E-1,1.751260757E0,3.288135529E-1
1.027880812E2,9.038645625E-1,1.774543762E0,5.009593964E-1
1.027930987E2,9.105725288E-1,1.755419254E0,6.724967957E-1
1.027981176E2,8.929159641E-1,1.717897415E0,8.481893539E-1
1.028031340E2,8.700717092E-1,1.671783447E0,1.032673836E0
1.028081509E2,8.087092042E-1,1.607666016E0,1.206702232E0
1.028131678E2,6.997572184E-1,1.554137230E0,1.451641083E0
1.028181847E2,5.148106217E-1,1.611594677E0,1.623922348E0
1.028232017E2,3.310654759E-1,1.712928295E0,1.771432877E0
1.028282188E2,1.349602342E-1,1.829458237E0,1.851065636E0
1.028332360E2,-7.230737805E-2,1.946793556E0,1.905885696E0
1.028382533E2,-2.706303298E-1,2.088730812E0,1.998110771E0
1.028432706E2,-4.451487064E-1,2.231302738E0,2.079861641E0
1.028482881E2,-5.910446644E-1,2.345911503E0,2.208497047E0
1.028533058E2,-7.233017683E-1,2.447023392E0,2.321795464E0
1.028583235E2,-8.286331892E-1,2.491745472E0,2.424563408E0
1.028633413E2,-8.845477700E-1,2.494753361E0,2.511965752E0
1.028683591E2,-8.401464224E-1,2.403923988E0,2.602973938E0
1.028733771E2,-7.406157851E-1,2.239076614E0,2.702099800E0
1.028783950E2,-5.971980691E-1,2.015260696E0,2.809011459E0
1.028834130E2,-4.399312437E-1,1.723648071E0,2.952020645E0
1.028884310E2,-3.129438758E-1,1.393567562E0,3.135569572E0
